SKU_ID,Revenue_Rank,Category,Segment,ABC_Class,XYZ_Class,Total_Revenue,Revenue_Pct,Total_Units,Stockout_Rate_Pct,CV,Priority_Flag,Recommended_Zone,Adj_Safety_Stock,Adj_Reorder_Point,Primary_Warehouse,Cumulative_Revenue_Pct
HLT-000442,380,Healthcare,CX,C,X,5483852.99,0.0282,10423,2.89,0.1682,Reduce,Reserve,235,474,DHL-WH-TX03,95.0784
ELC-000397,381,Consumer Electronics,CX,C,X,5482508.16,0.0282,26197,1.57,0.2816,Reduce,Reserve,12,147,DHL-WH-IL02,95.1066
HLT-001672,382,Healthcare,CY,C,Y,5373911.36,0.0276,8797,3.18,0.5925,Review,Reserve,280,442,DHL-WH-NJ01,95.1342
IND-001830,383,Industrial,CY,C,Y,5356786.0,0.0275,4775,5.54,0.6067,Review,Reserve,223,300,DHL-WH-IL02,95.1617
CHM-000643,384,Chemical,CX,C,X,5325406.92,0.0274,10299,2.76,0.1691,Reduce,Reserve,40,472,DHL-WH-NJ01,95.1891
PHM-001868,385,Pharmaceutical,CY,C,Y,5298545.0,0.0272,12884,2.68,0.418,Review,Reserve,239,122,DHL-WH-IL02,95.2163
IND-001247,386,Industrial,CY,C,Y,5282387.88,0.0272,8547,3.43,0.4103,Review,Reserve,142,335,DHL-WH-TX03,95.2435
AUT-000527,387,Automotive,CY,C,Y,5267624.91,0.0271,12577,2.8,0.4019,Review,Reserve,17,31,DHL-WH-IL02,95.2706
ELC-000008,388,Consumer Electronics,CY,C,Y,5199670.68,0.0267,6382,4.05,0.4695,Review,Reserve,242,325,DHL-WH-NJ01,95.2973
ELC-000287,389,Consumer Electronics,CY,C,Y,5190553.6,0.0267,5860,2.04,0.3319,Review,Reserve,95,387,DHL-WH-TX03,95.324
CHM-000215,390,Chemical,CX,C,X,5153498.45,0.0265,11155,2.43,0.1643,Reduce,Reserve,189,76,DHL-WH-NJ01,95.3505
ELC-001740,391,Consumer Electronics,CY,C,Y,5146866.45,0.0265,9865,2.19,0.4487,Review,Reserve,221,259,DHL-WH-TX03,95.377
IND-000018,392,Industrial,CY,C,Y,5142277.25,0.0264,2651,4.08,0.4066,Review,Reserve,229,134,DHL-WH-NJ01,95.4034
HLT-000227,393,Healthcare,CX,C,X,5127315.6,0.0264,21284,3.46,0.1689,Reduce,Reserve,114,418,DHL-WH-NJ01,95.4298
FMC-001588,394,FMCG,CY,C,Y,5104374.52,0.0262,38932,3.32,0.3474,Review,Reserve,145,511,DHL-WH-NJ01,95.456
IND-001308,395,Industrial,CY,C,Y,5066902.12,0.0261,7487,2.28,0.5885,Review,Reserve,208,319,DHL-WH-NJ01,95.4821
HLT-000933,396,Healthcare,CY,C,Y,5060124.8,0.026,19480,4.14,0.6068,Review,Reserve,217,413,DHL-WH-NJ01,95.5081
HLT-001580,397,Healthcare,CY,C,Y,5055755.6,0.026,11020,2.99,0.4186,Review,Reserve,281,313,DHL-WH-NJ01,95.5341
HLT-000624,398,Healthcare,CY,C,Y,5018167.2,0.0258,12720,2.78,0.6148,Review,Reserve,85,586,DHL-WH-IL02,95.5599
ELC-001255,399,Consumer Electronics,CY,C,Y,4959858.23,0.0255,7061,1.29,0.624,Review,Reserve,247,342,DHL-WH-NJ01,95.5854
IND-001501,400,Industrial,CX,C,X,4943512.56,0.0254,3736,2.57,0.173,Reduce,Reserve,15,19,DHL-WH-IL02,95.6108
FSH-001563,401,Fashion & Apparel,CY,C,Y,4906507.34,0.0252,43973,4.01,0.3878,Review,Reserve,37,285,DHL-WH-TX03,95.636
ELC-000742,402,Consumer Electronics,CY,C,Y,4851987.57,0.025,7983,2.46,0.6212,Review,Reserve,181,339,DHL-WH-IL02,95.661
ELC-000524,403,Consumer Electronics,CY,C,Y,4798931.28,0.0247,4174,3.91,0.4452,Review,Reserve,37,117,DHL-WH-NJ01,95.6857
HLT-001089,404,Healthcare,CY,C,Y,4786904.72,0.0246,12209,1.72,0.424,Review,Reserve,46,283,DHL-WH-TX03,95.7103
HLT-001947,405,Healthcare,CY,C,Y,4786624.26,0.0246,12657,4.19,0.4124,Review,Reserve,247,408,DHL-WH-IL02,95.7349
FMC-001983,406,FMCG,CY,C,Y,4773515.31,0.0245,41247,1.93,0.5984,Review,Reserve,31,104,DHL-WH-IL02,95.7594
ELC-000015,407,Consumer Electronics,CY,C,Y,4758236.6,0.0245,11765,3.18,0.4446,Review,Reserve,55,265,DHL-WH-IL02,95.7839
AUT-000102,408,Automotive,CY,C,Y,4749887.52,0.0244,9448,3.71,0.562,Review,Reserve,259,542,DHL-WH-NJ01,95.8083
PHM-001941,409,Pharmaceutical,CY,C,Y,4743777.36,0.0244,5399,3.06,0.5827,Review,Reserve,77,331,DHL-WH-TX03,95.8327
FMC-000272,410,FMCG,CY,C,Y,4700550.72,0.0242,41872,3.77,0.4348,Review,Reserve,257,511,DHL-WH-IL02,95.8569
CHM-001322,411,Chemical,CY,C,Y,4682401.35,0.0241,10099,3.5,0.3988,Review,Reserve,235,157,DHL-WH-NJ01,95.881
PHM-001834,412,Pharmaceutical,CY,C,Y,4675760.39,0.024,7721,2.92,0.5775,Review,Reserve,201,594,DHL-WH-NJ01,95.905
FMC-000791,413,FMCG,CX,C,X,4664610.72,0.024,37521,3.02,0.2821,Reduce,Reserve,190,504,DHL-WH-IL02,95.929
FMC-000859,414,FMCG,CY,C,Y,4631921.58,0.0238,66417,3.02,0.4492,Review,Reserve,96,438,DHL-WH-IL02,95.9528
AUT-000658,415,Automotive,CY,C,Y,4631251.9,0.0238,7810,2.04,0.4019,Review,Reserve,45,591,DHL-WH-IL02,95.9766
FMC-001688,416,FMCG,CY,C,Y,4620700.25,0.0238,82175,2.69,0.4689,Review,Reserve,161,36,DHL-WH-IL02,96.0004
CHM-001586,417,Chemical,CY,C,Y,4570692.06,0.0235,9986,1.76,0.6003,Review,Reserve,42,507,DHL-WH-NJ01,96.0239
FSH-000181,418,Fashion & Apparel,CY,C,Y,4557084.07,0.0234,12673,3.94,0.5486,Review,Reserve,280,252,DHL-WH-NJ01,96.0473
IND-001673,419,Industrial,CY,C,Y,4521614.16,0.0233,3206,3.35,0.6111,Review,Reserve,272,567,DHL-WH-NJ01,96.0706
FMC-000580,420,FMCG,CY,C,Y,4507490.43,0.0232,62061,3.97,0.4224,Review,Reserve,115,348,DHL-WH-NJ01,96.0938
HLT-000054,421,Healthcare,CY,C,Y,4426856.28,0.0228,8316,3.83,0.5947,Review,Reserve,294,357,DHL-WH-IL02,96.1166
CHM-001591,422,Chemical,CY,C,Y,4408094.9,0.0227,8510,3.33,0.3951,Review,Reserve,73,208,DHL-WH-IL02,96.1393
ELC-001848,423,Consumer Electronics,CY,C,Y,4380155.91,0.0225,4537,2.06,0.3196,Review,Reserve,75,79,DHL-WH-TX03,96.1618
ELC-001094,424,Consumer Electronics,CY,C,Y,4358325.09,0.0224,13061,2.13,0.6279,Review,Reserve,141,296,DHL-WH-TX03,96.1842
ELC-000816,425,Consumer Electronics,CY,C,Y,4353301.12,0.0224,11332,3.02,0.443,Review,Reserve,31,562,DHL-WH-TX03,96.2066
PHM-000628,426,Pharmaceutical,CY,C,Y,4273942.3,0.022,6218,2.46,0.415,Review,Reserve,293,504,DHL-WH-IL02,96.2286
AUT-001384,427,Automotive,CY,C,Y,4264085.04,0.0219,5736,3.37,0.5661,Review,Reserve,221,548,DHL-WH-NJ01,96.2505
AUT-000798,428,Automotive,CY,C,Y,4241324.94,0.0218,11391,2.79,0.5638,Review,Reserve,237,562,DHL-WH-IL02,96.2723
IND-001049,429,Industrial,CX,C,X,4235134.5,0.0218,5547,3.89,0.1661,Reduce,Reserve,110,102,DHL-WH-TX03,96.2941
ELC-000632,430,Consumer Electronics,CY,C,Y,4207853.86,0.0216,12839,3.3,0.4394,Review,Reserve,233,175,DHL-WH-TX03,96.3157
FMC-000840,431,FMCG,CY,C,Y,4185220.6,0.0215,46684,3.25,0.3087,Review,Reserve,208,358,DHL-WH-IL02,96.3372
PHM-001127,432,Pharmaceutical,CY,C,Y,4176147.78,0.0215,9153,2.69,0.3935,Review,Reserve,105,539,DHL-WH-IL02,96.3587
IND-000679,433,Industrial,CY,C,Y,4171895.28,0.0215,3969,2.65,0.4102,Review,Reserve,280,305,DHL-WH-TX03,96.3802
FMC-001529,434,FMCG,CX,C,X,4153092.06,0.0214,88251,3.14,0.2615,Reduce,Reserve,23,61,DHL-WH-IL02,96.4016
PHM-000756,435,Pharmaceutical,CY,C,Y,4146923.84,0.0213,5872,4.58,0.581,Review,Reserve,197,482,DHL-WH-NJ01,96.4229
ELC-000360,436,Consumer Electronics,CY,C,Y,4092746.96,0.021,4253,2.57,0.5984,Review,Reserve,47,505,DHL-WH-IL02,96.4439
AUT-001736,437,Automotive,CY,C,Y,4089417.66,0.021,7446,3.35,0.4093,Review,Reserve,166,343,DHL-WH-IL02,96.4649
FSH-000388,438,Fashion & Apparel,CX,C,X,4066046.28,0.0209,13241,2.35,0.2074,Reduce,Reserve,124,458,DHL-WH-NJ01,96.4858
AUT-001279,439,Automotive,CY,C,Y,4026876.12,0.0207,10116,2.05,0.4006,Review,Reserve,278,157,DHL-WH-TX03,96.5065
ELC-000805,440,Consumer Electronics,CY,C,Y,4017498.4,0.0207,10910,3.71,0.6252,Review,Reserve,78,351,DHL-WH-NJ01,96.5272
FMC-000077,441,FMCG,CY,C,Y,4009998.71,0.0206,34253,2.82,0.5946,Review,Reserve,235,528,DHL-WH-NJ01,96.5478
PHM-000314,442,Pharmaceutical,CY,C,Y,4005035.52,0.0206,6592,2.25,0.5996,Review,Reserve,69,80,DHL-WH-TX03,96.5684
HLT-000888,443,Healthcare,CY,C,Y,4001563.39,0.0206,11393,4.27,0.5791,Review,Reserve,282,60,DHL-WH-IL02,96.589
FSH-000774,444,Fashion & Apparel,CY,C,Y,3982056.0,0.0205,12763,2.47,0.3873,Review,Reserve,64,342,DHL-WH-NJ01,96.6095
PHM-001207,445,Pharmaceutical,CX,C,X,3981367.03,0.0205,8681,3.5,0.1654,Reduce,Reserve,181,320,DHL-WH-IL02,96.63
FSH-001812,446,Fashion & Apparel,CY,C,Y,3956538.04,0.0203,14378,3.5,0.5784,Review,Reserve,241,241,DHL-WH-IL02,96.6503
ELC-001922,447,Consumer Electronics,CX,C,X,3954279.24,0.0203,5541,3.04,0.2769,Reduce,Reserve,230,267,DHL-WH-IL02,96.6706
FSH-000761,448,Fashion & Apparel,CY,C,Y,3951843.9,0.0203,12370,2.61,0.4268,Review,Reserve,168,446,DHL-WH-IL02,96.6909
FMC-000411,449,FMCG,CY,C,Y,3922138.69,0.0202,42169,3.07,0.6139,Review,Reserve,267,492,DHL-WH-TX03,96.7111
FMC-001787,450,FMCG,CY,C,Y,3852692.92,0.0198,56293,3.53,0.443,Review,Reserve,110,317,DHL-WH-NJ01,96.7309
FMC-001062,451,FMCG,CY,C,Y,3852028.32,0.0198,68444,3.12,0.4305,Review,Reserve,123,121,DHL-WH-NJ01,96.7507
PHM-000084,452,Pharmaceutical,CY,C,Y,3851629.8,0.0198,2796,2.74,0.4099,Review,Reserve,93,527,DHL-WH-NJ01,96.7705
HLT-001814,453,Healthcare,CY,C,Y,3847802.4,0.0198,8685,4.0,0.6055,Review,Reserve,225,407,DHL-WH-NJ01,96.7903
PHM-001597,454,Pharmaceutical,CY,C,Y,3830895.2,0.0197,3664,1.77,0.5614,Review,Reserve,216,348,DHL-WH-TX03,96.81
FMC-000503,455,FMCG,CY,C,Y,3822539.78,0.0197,91514,2.58,0.6035,Review,Reserve,16,179,DHL-WH-TX03,96.8297
ELC-000561,456,Consumer Electronics,CY,C,Y,3814201.68,0.0196,4072,2.36,0.6117,Review,Reserve,100,76,DHL-WH-NJ01,96.8493
IND-000424,457,Industrial,CY,C,Y,3802946.8,0.0196,5494,2.52,0.4096,Review,Reserve,58,357,DHL-WH-NJ01,96.8689
HLT-000142,458,Healthcare,CY,C,Y,3793571.54,0.0195,7271,2.47,0.387,Review,Reserve,72,585,DHL-WH-TX03,96.8884
FSH-000384,459,Fashion & Apparel,CX,C,X,3777828.4,0.0194,10532,3.47,0.1969,Reduce,Reserve,73,211,DHL-WH-TX03,96.9078
AUT-000904,460,Automotive,CX,C,X,3770684.4,0.0194,10095,2.58,0.1719,Reduce,Reserve,136,376,DHL-WH-NJ01,96.9272
FMC-001953,461,FMCG,CY,C,Y,3728361.64,0.0192,74612,2.64,0.6039,Review,Reserve,44,280,DHL-WH-IL02,96.9464
PHM-001862,462,Pharmaceutical,CX,C,X,3721263.56,0.0191,11501,2.84,0.1747,Reduce,Reserve,68,76,DHL-WH-IL02,96.9655
FMC-001964,463,FMCG,CY,C,Y,3714201.45,0.0191,45601,3.39,0.5969,Review,Reserve,151,461,DHL-WH-TX03,96.9846
FMC-000855,464,FMCG,CY,C,Y,3695331.44,0.019,59012,3.11,0.5742,Review,Reserve,197,512,DHL-WH-NJ01,97.0036
PHM-001895,465,Pharmaceutical,CY,C,Y,3676446.47,0.0189,4273,4.26,0.3897,Review,Reserve,34,487,DHL-WH-IL02,97.0225
AUT-000685,466,Automotive,CX,C,X,3672823.5,0.0189,3078,3.64,0.1867,Reduce,Reserve,236,123,DHL-WH-IL02,97.0414
CHM-001014,467,Chemical,CX,C,X,3640234.16,0.0187,7628,3.17,0.1725,Reduce,Reserve,146,171,DHL-WH-IL02,97.0601
HLT-000900,468,Healthcare,CY,C,Y,3631179.35,0.0187,7057,3.96,0.4238,Review,Reserve,265,458,DHL-WH-NJ01,97.0788
FMC-000694,469,FMCG,CY,C,Y,3574395.66,0.0184,82038,2.21,0.4386,Review,Reserve,265,142,DHL-WH-NJ01,97.0972
PHM-000489,470,Pharmaceutical,CY,C,Y,3528083.52,0.0181,2808,2.33,0.5885,Review,Reserve,109,74,DHL-WH-NJ01,97.1153
AUT-001511,471,Automotive,CY,C,Y,3515049.44,0.0181,3052,1.99,0.4053,Review,Reserve,166,79,DHL-WH-TX03,97.1334
CHM-000383,472,Chemical,CY,C,Y,3473540.64,0.0179,12076,3.43,0.5989,Review,Reserve,28,571,DHL-WH-TX03,97.1513
ELC-000249,473,Consumer Electronics,CY,C,Y,3414578.58,0.0176,11709,2.43,0.4401,Review,Reserve,246,458,DHL-WH-NJ01,97.1689
FSH-000497,474,Fashion & Apparel,CX,C,X,3403650.25,0.0175,21775,3.31,0.2006,Reduce,Reserve,202,371,DHL-WH-NJ01,97.1864
CHM-000814,475,Chemical,CX,C,X,3400543.92,0.0175,4062,1.56,0.1762,Reduce,Reserve,182,98,DHL-WH-IL02,97.2039
FMC-001550,476,FMCG,CY,C,Y,3391724.16,0.0174,39402,2.08,0.322,Review,Reserve,16,584,DHL-WH-TX03,97.2213
PHM-000268,477,Pharmaceutical,CY,C,Y,3360984.45,0.0173,7207,3.66,0.5505,Review,Reserve,13,497,DHL-WH-TX03,97.2386
HLT-001770,478,Healthcare,CY,C,Y,3341782.71,0.0172,5637,3.23,0.3974,Review,Reserve,235,460,DHL-WH-TX03,97.2558
HLT-000916,479,Healthcare,CY,C,Y,3331329.45,0.0171,10293,2.51,0.3876,Review,Reserve,31,145,DHL-WH-NJ01,97.2729
CHM-001999,480,Chemical,CY,C,Y,3318796.25,0.0171,8323,2.79,0.4023,Review,Reserve,83,173,DHL-WH-TX03,97.29
PHM-001343,481,Pharmaceutical,CX,C,X,3313359.04,0.017,3886,2.97,0.1809,Reduce,Reserve,101,103,DHL-WH-NJ01,97.307
AUT-000473,482,Automotive,CY,C,Y,3273307.56,0.0168,7314,2.11,0.5917,Review,Reserve,158,129,DHL-WH-IL02,97.3238
HLT-000340,483,Healthcare,CX,C,X,3254749.8,0.0167,7170,2.36,0.1705,Reduce,Reserve,202,111,DHL-WH-NJ01,97.3405
HLT-000326,484,Healthcare,CY,C,Y,3232626.88,0.0166,54458,2.85,0.398,Review,Reserve,116,339,DHL-WH-NJ01,97.3571
AUT-001031,485,Automotive,CY,C,Y,3211367.53,0.0165,3269,3.3,0.6057,Review,Reserve,187,344,DHL-WH-IL02,97.3736
FSH-000801,486,Fashion & Apparel,CY,C,Y,3184731.6,0.0164,13751,5.24,0.578,Review,Reserve,24,175,DHL-WH-NJ01,97.39
PHM-001626,487,Pharmaceutical,CX,C,X,3146797.5,0.0162,8250,3.5,0.1847,Reduce,Reserve,238,167,DHL-WH-NJ01,97.4062
FMC-000033,488,FMCG,CY,C,Y,3134400.75,0.0161,41215,2.46,0.6068,Review,Reserve,187,344,DHL-WH-IL02,97.4223
FMC-001704,489,FMCG,CY,C,Y,3122230.32,0.0161,21846,3.6,0.6118,Review,Reserve,293,522,DHL-WH-TX03,97.4384
HLT-001284,490,Healthcare,CY,C,Y,3115987.26,0.016,12513,4.07,0.6184,Review,Reserve,194,491,DHL-WH-NJ01,97.4544
IND-000770,491,Industrial,CY,C,Y,3106433.8,0.016,10942,3.89,0.6023,Review,Reserve,285,50,DHL-WH-NJ01,97.4704
CHM-001446,492,Chemical,CY,C,Y,3091256.15,0.0159,9985,3.88,0.3947,Review,Reserve,64,165,DHL-WH-TX03,97.4863
PHM-001955,493,Pharmaceutical,CY,C,Y,3067992.65,0.0158,11455,1.8,0.604,Review,Reserve,16,288,DHL-WH-TX03,97.5021
AUT-001222,494,Automotive,CY,C,Y,3066638.78,0.0158,8429,2.59,0.566,Review,Reserve,164,237,DHL-WH-TX03,97.5179
IND-001175,495,Industrial,CX,C,X,3046644.48,0.0157,5214,1.83,0.1794,Reduce,Reserve,61,158,DHL-WH-TX03,97.5336
FMC-000333,496,FMCG,CX,C,X,3041477.84,0.0156,35186,3.55,0.2734,Reduce,Reserve,119,326,DHL-WH-TX03,97.5492
CHM-001413,497,Chemical,CX,C,X,3031917.4,0.0156,8885,3.14,0.169,Reduce,Reserve,117,168,DHL-WH-TX03,97.5648
HLT-000034,498,Healthcare,CY,C,Y,3027474.9,0.0156,11358,2.84,0.613,Review,Reserve,96,400,DHL-WH-IL02,97.5804
HLT-001721,499,Healthcare,CY,C,Y,3003505.05,0.0154,12649,2.88,0.6209,Review,Reserve,172,235,DHL-WH-IL02,97.5958
HLT-000232,500,Healthcare,CY,C,Y,2999297.41,0.0154,34831,3.04,0.6043,Review,Reserve,229,554,DHL-WH-IL02,97.6112
ELC-000992,501,Consumer Electronics,CY,C,Y,2988037.13,0.0154,9869,3.54,0.5919,Review,Reserve,38,521,DHL-WH-TX03,97.6266
FMC-001032,502,FMCG,CX,C,X,2980510.02,0.0153,30161,3.37,0.2811,Reduce,Reserve,61,450,DHL-WH-TX03,97.6419
PHM-000466,503,Pharmaceutical,CY,C,Y,2979684.16,0.0153,3736,2.22,0.3867,Review,Reserve,121,584,DHL-WH-NJ01,97.6572
FMC-001584,504,FMCG,CY,C,Y,2960577.54,0.0152,45117,4.04,0.4398,Review,Reserve,63,446,DHL-WH-NJ01,97.6724
ELC-000238,505,Consumer Electronics,CX,C,X,2956577.55,0.0152,4205,1.99,0.2938,Reduce,Reserve,84,102,DHL-WH-NJ01,97.6876
FSH-001044,506,Fashion & Apparel,CY,C,Y,2926435.6,0.015,11176,2.4,0.3682,Review,Reserve,24,22,DHL-WH-TX03,97.7026
CHM-001001,507,Chemical,CY,C,Y,2923672.32,0.015,9342,4.63,0.403,Review,Reserve,202,472,DHL-WH-IL02,97.7176
HLT-001695,508,Healthcare,CY,C,Y,2913823.44,0.015,10252,3.38,0.6336,Review,Reserve,292,327,DHL-WH-TX03,97.7326
ELC-000680,509,Consumer Electronics,CY,C,Y,2885347.8,0.0148,8070,2.73,0.3375,Review,Reserve,14,24,DHL-WH-TX03,97.7474
ELC-001767,510,Consumer Electronics,CY,C,Y,2864209.26,0.0147,6303,3.69,0.6125,Review,Reserve,232,444,DHL-WH-NJ01,97.7621
PHM-001566,511,Pharmaceutical,CY,C,Y,2861501.1,0.0147,11510,1.53,0.6275,Review,Reserve,203,536,DHL-WH-NJ01,97.7768
FMC-000602,512,FMCG,CY,C,Y,2784562.6,0.0143,56482,2.44,0.5773,Review,Reserve,202,215,DHL-WH-TX03,97.7911
ELC-001084,513,Consumer Electronics,CY,C,Y,2776546.71,0.0143,5229,4.18,0.6317,Review,Reserve,216,564,DHL-WH-TX03,97.8054
FMC-000364,514,FMCG,CY,C,Y,2755706.24,0.0142,29644,2.79,0.324,Review,Reserve,256,34,DHL-WH-NJ01,97.8196
FSH-000138,515,Fashion & Apparel,CY,C,Y,2712906.7,0.014,13370,3.64,0.3662,Review,Reserve,65,86,DHL-WH-IL02,97.8336
CHM-001386,516,Chemical,CY,C,Y,2709786.4,0.0139,8663,2.21,0.5846,Review,Reserve,256,519,DHL-WH-NJ01,97.8475
FSH-000541,517,Fashion & Apparel,CY,C,Y,2673656.44,0.0137,12194,3.17,0.566,Review,Reserve,125,534,DHL-WH-TX03,97.8612
PHM-001256,518,Pharmaceutical,CY,C,Y,2637411.84,0.0136,8832,3.46,0.3663,Review,Reserve,27,580,DHL-WH-TX03,97.8748
FMC-001793,519,FMCG,CY,C,Y,2625503.54,0.0135,86966,2.97,0.43,Review,Reserve,60,308,DHL-WH-IL02,97.8883
FMC-001372,520,FMCG,CY,C,Y,2609348.5,0.0134,36850,3.04,0.5602,Review,Reserve,25,227,DHL-WH-NJ01,97.9017
FSH-000701,521,Fashion & Apparel,CY,C,Y,2596196.4,0.0134,11256,1.98,0.5876,Review,Reserve,253,25,DHL-WH-IL02,97.9151
FMC-000407,522,FMCG,CY,C,Y,2581152.02,0.0133,28111,3.65,0.3326,Review,Reserve,36,542,DHL-WH-TX03,97.9284
AUT-001070,523,Automotive,CY,C,Y,2572831.8,0.0132,2926,3.26,0.4174,Review,Reserve,26,108,DHL-WH-TX03,97.9416
CHM-001420,524,Chemical,CX,C,X,2570984.85,0.0132,10005,3.54,0.1667,Reduce,Reserve,11,373,DHL-WH-IL02,97.9548
FMC-000403,525,FMCG,CY,C,Y,2542772.52,0.0131,88722,2.01,0.594,Review,Reserve,147,191,DHL-WH-NJ01,97.9679
PHM-001503,526,Pharmaceutical,CY,C,Y,2542641.92,0.0131,2656,2.53,0.4193,Review,Reserve,211,85,DHL-WH-IL02,97.981
HLT-001648,527,Healthcare,CY,C,Y,2532946.5,0.013,9550,3.07,0.5512,Review,Reserve,177,73,DHL-WH-TX03,97.994
HLT-000085,528,Healthcare,CX,C,X,2514163.12,0.0129,5842,4.39,0.1776,Reduce,Reserve,214,270,DHL-WH-TX03,98.0069
HLT-000766,529,Healthcare,CY,C,Y,2503042.26,0.0129,6158,3.56,0.4218,Review,Reserve,88,249,DHL-WH-TX03,98.0198
ELC-000649,530,Consumer Electronics,CY,C,Y,2490902.22,0.0128,10914,3.93,0.5715,Review,Reserve,241,418,DHL-WH-IL02,98.0326
HLT-001957,531,Healthcare,CY,C,Y,2478588.0,0.0127,13300,3.16,0.378,Review,Reserve,162,243,DHL-WH-NJ01,98.0453
FSH-001574,532,Fashion & Apparel,CY,C,Y,2466779.96,0.0127,9682,3.34,0.397,Review,Reserve,288,538,DHL-WH-IL02,98.058
CHM-000611,533,Chemical,CX,C,X,2457640.57,0.0126,4319,4.15,0.1805,Reduce,Reserve,238,389,DHL-WH-NJ01,98.0706
FMC-001112,534,FMCG,CY,C,Y,2442016.0,0.0126,42880,2.34,0.4733,Review,Reserve,102,155,DHL-WH-TX03,98.0832
ELC-000897,535,Consumer Electronics,CY,C,Y,2429598.5,0.0125,7175,4.16,0.6126,Review,Reserve,100,242,DHL-WH-IL02,98.0957
ELC-000753,536,Consumer Electronics,CY,C,Y,2424954.05,0.0125,3797,2.64,0.5832,Review,Reserve,205,546,DHL-WH-TX03,98.1082
HLT-000151,537,Healthcare,CY,C,Y,2404884.72,0.0124,7896,2.08,0.3839,Review,Reserve,150,71,DHL-WH-NJ01,98.1206
HLT-000771,538,Healthcare,CX,C,X,2362440.15,0.0121,6637,3.56,0.175,Reduce,Reserve,170,163,DHL-WH-NJ01,98.1327
PHM-000446,539,Pharmaceutical,CY,C,Y,2357180.85,0.0121,8417,3.99,0.5946,Review,Reserve,68,48,DHL-WH-TX03,98.1448
ELC-000848,540,Consumer Electronics,CX,C,X,2354617.44,0.0121,8561,2.65,0.2708,Reduce,Reserve,45,199,DHL-WH-IL02,98.1569
AUT-001179,541,Automotive,CY,C,Y,2346636.5,0.0121,5275,3.52,0.4011,Review,Reserve,224,108,DHL-WH-IL02,98.169
HLT-001431,542,Healthcare,CY,C,Y,2344216.16,0.0121,5104,4.0,0.408,Review,Reserve,136,141,DHL-WH-IL02,98.1811
AUT-001215,543,Automotive,CX,C,X,2340779.0,0.012,3082,2.63,0.1755,Reduce,Reserve,161,61,DHL-WH-NJ01,98.1931
CHM-001811,544,Chemical,CY,C,Y,2312796.2,0.0119,10894,2.39,0.396,Review,Reserve,49,123,DHL-WH-TX03,98.205
CHM-001406,545,Chemical,CX,C,X,2286847.2,0.0118,8961,2.32,0.173,Reduce,Reserve,99,313,DHL-WH-IL02,98.2168
HLT-000064,546,Healthcare,CY,C,Y,2280315.76,0.0117,7886,4.17,0.4272,Review,Reserve,18,486,DHL-WH-TX03,98.2285
IND-001436,547,Industrial,CY,C,Y,2246211.48,0.0116,7342,2.22,0.4065,Review,Reserve,227,200,DHL-WH-NJ01,98.2401
ELC-000895,548,Consumer Electronics,CY,C,Y,2230521.6,0.0115,5051,3.0,0.3087,Review,Reserve,181,171,DHL-WH-NJ01,98.2516
AUT-001050,549,Automotive,CY,C,Y,2222682.28,0.0114,6394,2.54,0.3961,Review,Reserve,256,578,DHL-WH-TX03,98.263
HLT-000020,550,Healthcare,CX,C,X,2210240.44,0.0114,5218,1.73,0.1673,Reduce,Reserve,117,89,DHL-WH-TX03,98.2744
AUT-000565,551,Automotive,CX,C,X,2209039.4,0.0114,3020,3.61,0.1815,Reduce,Reserve,206,453,DHL-WH-TX03,98.2858
FMC-001152,552,FMCG,CY,C,Y,2202039.9,0.0113,61630,2.81,0.6061,Review,Reserve,17,482,DHL-WH-TX03,98.2971
CHM-000163,553,Chemical,CY,C,Y,2168437.7,0.0112,4370,2.97,0.5726,Review,Reserve,177,106,DHL-WH-TX03,98.3083
HLT-000057,554,Healthcare,CX,C,X,2147838.84,0.011,3582,3.46,0.1877,Reduce,Reserve,160,328,DHL-WH-TX03,98.3193
AUT-000595,555,Automotive,CY,C,Y,2131711.1,0.011,5314,2.48,0.4252,Review,Reserve,181,388,DHL-WH-NJ01,98.3303
FSH-000387,556,Fashion & Apparel,CX,C,X,2124963.75,0.0109,6825,2.21,0.2063,Reduce,Reserve,157,449,DHL-WH-TX03,98.3412
AUT-001146,557,Automotive,CX,C,X,2121045.03,0.0109,6893,4.03,0.1689,Reduce,Reserve,143,144,DHL-WH-TX03,98.3521
FSH-000787,558,Fashion & Apparel,CX,C,X,2117188.05,0.0109,6745,3.19,0.209,Reduce,Reserve,172,292,DHL-WH-IL02,98.363
FMC-001164,559,FMCG,CY,C,Y,2081339.1,0.0107,32990,2.41,0.4469,Review,Reserve,196,481,DHL-WH-IL02,98.3737
FMC-000394,560,FMCG,CX,C,X,2068597.14,0.0106,20469,1.91,0.2677,Reduce,Reserve,79,392,DHL-WH-TX03,98.3843
PHM-001496,561,Pharmaceutical,CY,C,Y,2056746.48,0.0106,10932,3.1,0.4013,Review,Reserve,236,108,DHL-WH-TX03,98.3949
FSH-001389,562,Fashion & Apparel,CY,C,Y,2047869.72,0.0105,12181,2.64,0.3855,Review,Reserve,222,199,DHL-WH-NJ01,98.4054
ELC-001467,563,Consumer Electronics,CY,C,Y,2017230.6,0.0104,6580,3.2,0.5624,Review,Reserve,245,558,DHL-WH-IL02,98.4158
ELC-001854,564,Consumer Electronics,CY,C,Y,2015915.37,0.0104,7927,2.85,0.5793,Review,Reserve,124,239,DHL-WH-IL02,98.4262
